SiteID,Month,SetTime,EndTime,Hours,Weather,TrapType,TrapNumber,IsEmpty,IsCompromised,Species,TotalNumber,NumMales,NumFemales,Male1,Male2,Male3,Male4,Male5,Male6,Male7,Male8,Male9,Male10,Female1,Female2,Female3,Female4,Female5,Female6,Female7,Female8,Female9,Female10,Mortalities,Gravid,Notes
3,August,8/7/17 11:05,8/8/17 11:08,24.05,Clear,Minnow,2,N,N,HEOR,33,23,10,13,8,10,12,14,18,18,12,14,24,12,10,12,14,15,16,13,15,11,10,0,0,"Verify size, these seem very small relative to photo"
3,August,8/7/17 11:05,8/8/17 11:08,24.05,Clear,Fukui,3,Y,N,EMPTY,0,,,,,,,,,,,,,,,,,,,,,,,,,
3,August,8/7/17 11:05,8/8/17 11:08,24.05,Clear,Minnow,3,N,N,GAAC,22,,,,,,,,,,,,,,,,,,,,,,,8,0,8 Dead
3,August,8/7/17 11:05,8/8/17 11:08,24.05,Clear,Minnow,3,N,N,HEOR,132,95,37,18,20,16,14,16,17,20,11,21,17,19,14,21,17,14,14,18,12,17,18,0,0,"Verify size, these seem very small relative to photo"
3,August,8/7/17 11:05,8/8/17 11:08,24.05,Clear,Minnow,3,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,September,9/18/17 10:50,9/19/17 10:45,23.92,Clouds,Fukui,1,N,N,HEOR,1,1,0,14,,,,,,,,,,,,,,,,,,,,0,0,"Verify size, these seem very small relative to photo"
3,September,9/18/17 10:50,9/19/17 10:45,23.92,Clouds,Minnow,1,N,N,GAAC,2,,,,,,,,,,,,,,,,,,,,,,,2,0,2 Mortalities
3,September,9/18/17 10:50,9/19/17 10:45,23.92,Clouds,Minnow,1,N,N,HEOR,17,10,7,15,17,16,19,18,21,16,14,17,13,17,15,14,14,14,12,12,,,,0,0,"Verify size, these seem very small relative to photo"
3,September,9/18/17 10:50,9/19/17 10:45,23.92,Clouds,Fukui,2,N,N,HEOR,1,1,0,16,,,,,,,,,,,,,,,,,,,,0,0,"Verify size, these seem very small relative to photo"
3,September,9/18/17 10:50,9/19/17 10:45,23.92,Clouds,Minnow,2,N,N,GAAC,2,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,September,9/18/17 10:50,9/19/17 10:45,23.92,Clouds,Minnow,2,N,N,HEOR,28,17,11,17,14,15,19,12,14,17,14,15,15,15,14,14,12,10,13,11,10,18,10,0,0,"Verify size, these seem very small relative to photo"
3,September,9/18/17 10:50,9/19/17 10:45,23.92,Clouds,Fukui,3,N,N,HEOR,1,0,1,,,,,,,,,,,15,,,,,,,,,,0,0,"Verify size, these seem very small relative to photo"
3,September,9/18/17 10:50,9/19/17 10:45,23.92,Clouds,Minnow,3,N,N,GAAC,2,,,,,,,,,,,,,,,,,,,,,,,1,0,1 Mortality
3,September,9/18/17 10:50,9/19/17 10:45,23.92,Clouds,Minnow,3,N,N,HEOR,23,14,9,18,23,17,19,14,15,20,13,12,13,17,13,18,15,16,14,14,15,13,,0,0,"Verify size, these seem very small relative to photo"
3,April,4/16/18 11:53,4/17/18 12:00,24.11666667,LightRain,Fukui,1,Y,N,EMPTY,0,,,,,,,,,,,,,,,,,,,,,,,,,
3,April,4/16/18 11:53,4/17/18 12:00,24.11666667,LightRain,Minnow,1,N,N,BROK,1,,,,,,,,,,,,,,,,,,,,,,,0,1,Gravid: 1
3,April,4/16/18 11:53,4/17/18 12:00,24.11666667,LightRain,Minnow,1,N,N,HEOR,5,4,1,17,17,20,16,,,,,,,16,,,,,,,,,,0,0,
3,April,4/16/18 11:53,4/17/18 12:00,24.11666667,LightRain,Fukui,2,Y,N,EMPTY,0,,,,,,,,,,,,,,,,,,,,,,,,,
3,April,4/16/18 11:53,4/17/18 12:00,24.11666667,LightRain,Minnow,2,N,N,HENU,1,0,1,,,,,,,,,,,23,,,,,,,,,,0,0,
3,April,4/16/18 11:53,4/17/18 12:00,24.11666667,LightRain,Minnow,2,N,N,HEOR,15,14,1,21,16,17,22,18,17,23,15,12,20,19,,,,,,,,,,0,0,
3,April,4/16/18 11:53,4/17/18 12:00,24.11666667,LightRain,Fukui,3,Y,N,EMPTY,0,,,,,,,,,,,,,,,,,,,,,,,,,
3,April,4/16/18 11:53,4/17/18 12:00,24.11666667,LightRain,Minnow,3,N,N,HEOR,9,8,1,20,23,18,22,10,18,18,17,,,14,,,,,,,,,,0,0,
3,May,5/14/18 12:05,5/15/18 9:58,21.88333333,Clear,Fukui,1,N,N,HEOR,1,0,1,17,,,,,,,,,,,,,,,,,,,,0,0,
3,May,5/14/18 12:05,5/15/18 9:58,21.88333333,Clear,Minnow,1,N,N,GAAC,15,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,May,5/14/18 12:05,5/15/18 9:58,21.88333333,Clear,Minnow,1,N,N,HENU,2,2,0,18,21,,,,,,,,,,,,,,,,,,,0,0,
3,May,5/14/18 12:05,5/15/18 9:58,21.88333333,Clear,Minnow,1,N,N,HEOR,100,87,13,20,13,20,20,17,19,22,24,18,20,18,16,16,17,18,17,20,14,15,14,0,0,
3,May,5/14/18 12:05,5/15/18 9:58,21.88333333,Clear,Fukui,2,Y,N,EMPTY,0,,,,,,,,,,,,,,,,,,,,,,,,,
3,May,5/14/18 12:05,5/15/18 9:58,21.88333333,Clear,Minnow,2,N,N,GAAC,4,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,May,5/14/18 12:05,5/15/18 9:58,21.88333333,Clear,Minnow,2,N,N,HEOR,36,27,9,19,16,20,19,23,20,21,17,22,18,18,19,13,12,17,9,15,11,12,,0,0,
3,May,5/14/18 12:05,5/15/18 9:58,21.88333333,Clear,Minnow,2,N,N,LEAR,7,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,May,5/14/18 12:05,5/15/18 9:58,21.88333333,Clear,Fukui,3,N,N,HEOR,2,1,1,10,,,,,,,,,,8,,,,,,,,,,0,0,
3,May,5/14/18 12:05,5/15/18 9:58,21.88333333,Clear,Minnow,3,N,N,GAAC,3,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,May,5/14/18 12:05,5/15/18 9:58,21.88333333,Clear,Minnow,3,N,N,HEOR,16,11,5,19,23,14,22,12,16,17,18,12,15,11,20,21,21,12,,,,,,0,0,
3,May,5/14/18 12:05,5/15/18 9:58,21.88333333,Clear,Minnow,3,N,N,LEAR,7,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,June,6/11/18 10:25,6/12/18 9:04,22.65,Clouds,Fukui,1,Y,N,EMPTY,0,,,,,,,,,,,,,,,,,,,,,,,,,
3,June,6/11/18 10:25,6/12/18 9:04,22.65,Clouds,Minnow,1,N,N,GAAC,48,,,,,,,,,,,,,,,,,,,,,,,11,0,
3,June,6/11/18 10:25,6/12/18 9:04,22.65,Clouds,Minnow,1,N,N,HEOR,9,7,2,19,15,12,19,15,17,16,,,,11,16,,,,,,,,,0,0,
3,June,6/11/18 10:25,6/12/18 9:04,22.65,Clouds,Minnow,1,N,N,LEAR,10,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,June,6/11/18 10:25,6/12/18 9:04,22.65,Clouds,Fukui,2,N,N,LOBE,1,0,1,,,,,,,,,,,22,,,,,,,,,,0,0,
3,June,6/11/18 10:25,6/12/18 9:04,22.65,Clouds,Minnow,2,N,N,GAAC,35,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,June,6/11/18 10:25,6/12/18 9:04,22.65,Clouds,Minnow,2,N,N,HENU,1,0,1,,,,,,,,,,,14,,,,,,,,,,0,0,
3,June,6/11/18 10:25,6/12/18 9:04,22.65,Clouds,Minnow,2,N,N,HEOR,13,13,0,16,19,13,11,15,12,18,14,17,14,,,,,,,,,,,0,0,
3,June,6/11/18 10:25,6/12/18 9:04,22.65,Clouds,Minnow,2,N,N,LEAR,21,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,June,6/11/18 10:25,6/12/18 9:04,22.65,Clouds,Fukui,3,N,N,HEOR,1,0,1,,,,,,,,,,,17,,,,,,,,,,1,0,
3,June,6/11/18 10:25,6/12/18 9:04,22.65,Clouds,Minnow,3,N,N,GAAC,18,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,June,6/11/18 10:25,6/12/18 9:04,22.65,Clouds,Minnow,3,N,N,HEOR,37,37,0,25,23,27,19,16,19,20,16,14,16,,,,,,,,,,,0,0,
3,June,6/11/18 10:25,6/12/18 9:04,22.65,Clouds,Minnow,3,N,N,LEAR,17,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,July,7/31/18 14:00,8/1/18 13:00,23,Clear,Fukui,1,N,N,HENU,1,0,1,,,,,,,,,,,30,,,,,,,,,,0,0,
3,July,7/31/18 14:00,8/1/18 13:00,23,Clear,Fukui,1,N,N,HEOR,2,1,1,16,,,,,,,,,,18,,,,,,,,,,0,0,
3,July,7/31/18 14:00,8/1/18 13:00,23,Clear,Fukui,1,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,July,7/31/18 14:00,8/1/18 13:00,23,Clear,Minnow,1,N,N,GAAC,10,,,,,,,,,,,,,,,,,,,,,,,2,0,
3,July,7/31/18 14:00,8/1/18 13:00,23,Clear,Minnow,1,N,N,HENU,2,2,0,20,21,,,,,,,,,,,,,,,,,,,0,0,
3,July,7/31/18 14:00,8/1/18 13:00,23,Clear,Minnow,1,N,N,HEOR,49,41,8,19,16,22,21,20,19,21,19,17,20,23,15,16,15,15,17,16,18,,,0,0,
3,July,7/31/18 14:00,8/1/18 13:00,23,Clear,Minnow,1,N,N,LEAR,2,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,July,7/31/18 14:00,8/1/18 13:00,23,Clear,Fukui,2,N,N,HEOR,1,1,0,18,,,,,,,,,,,,,,,,,,,,0,0,
3,July,7/31/18 14:00,8/1/18 13:00,23,Clear,Minnow,2,N,N,HENU,2,2,0,21,21,,,,,,,,,,,,,,,,,,,0,0,
3,July,7/31/18 14:00,8/1/18 13:00,23,Clear,Minnow,2,N,N,HEOR,42,38,4,20,21,20,20,16,17,18,17,21,16,19,18,19,17,,,,,,,0,0,
3,July,7/31/18 14:00,8/1/18 13:00,23,Clear,Fukui,3,N,N,HEOR,2,1,1,18,,,,,,,,,,17,,,,,,,,,,0,0,
3,July,7/31/18 14:00,8/1/18 13:00,23,Clear,Minnow,3,N,N,HENU,9,5,4,21,20,18,23,20,,,,,,19,19,18,21,,,,,,,0,0,
3,July,7/31/18 14:00,8/1/18 13:00,23,Clear,Minnow,3,N,N,HEOR,55,44,11,17,20,18,20,17,19,20,21,18,16,17,16,16,19,16,19,17,15,14,16,0,0,
3,July,7/31/18 14:00,8/1/18 13:00,23,Clear,Minnow,3,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,August,8/21/18 10:00,8/22/18 9:21,23.35,FogMist,Fukui,1,N,N,HENU,15,10,5,20,23,24,22,23,22,22,22,24,23,21,19,22,20,19,,,,,,0,0,Smoke
3,August,8/21/18 10:00,8/22/18 9:21,23.35,FogMist,Fukui,1,N,N,HEOR,10,8,2,21,21,21,20,18,18,20,19,,,18,19,,,,,,,,,0,0,Smoke
3,August,8/21/18 10:00,8/22/18 9:21,23.35,FogMist,Fukui,1,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,0,Smoke
3,August,8/21/18 10:00,8/22/18 9:21,23.35,FogMist,Minnow,1,N,N,HENU,1,1,0,21,,,,,,,,,,,,,,,,,,,,0,0,Smoke
3,August,8/21/18 10:00,8/22/18 9:21,23.35,FogMist,Minnow,1,N,N,HEOR,11,9,2,21,17,18,14,17,15,14,16,15,,12,16,,,,,,,,,0,0,Smoke
3,August,8/21/18 10:00,8/22/18 9:21,23.35,FogMist,Fukui,2,N,N,HENU,1,0,1,,,,,,,,,,,24,,,,,,,,,,0,0,Smoke
3,August,8/21/18 10:00,8/22/18 9:21,23.35,FogMist,Fukui,2,N,N,HEOR,4,3,1,21,18,18,,,,,,,,18,,,,,,,,,,0,0,Smoke
3,August,8/21/18 10:00,8/22/18 9:21,23.35,FogMist,Minnow,2,N,N,HENU,31,24,7,19,27,26,22,23,19,26,20,19,21,20,22,20,25,26,20,20,,,,0,0,Smoke
3,August,8/21/18 10:00,8/22/18 9:21,23.35,FogMist,Minnow,2,N,N,HEOR,24,19,5,19,14,21,22,19,16,16,17,17,17,12,19,19,17,15,,,,,,0,0,Smoke
3,August,8/21/18 10:00,8/22/18 9:21,23.35,FogMist,Fukui,3,N,N,HENU,2,2,0,24,23,,,,,,,,,,,,,,,,,,,0,0,Smoke
3,August,8/21/18 10:00,8/22/18 9:21,23.35,FogMist,Fukui,3,N,N,HEOR,7,7,0,22,20,21,20,21,21,19,,,,,,,,,,,,,,0,0,Smoke
3,August,8/21/18 10:00,8/22/18 9:21,23.35,FogMist,Minnow,3,N,N,HEOR,90,69,21,20,20,21,21,18,22,18,17,21,20,20,18,14,15,17,13,17,18,19,14,0,0,"Smoke, 1 feminized male"
3,August,8/21/18 10:00,8/22/18 9:21,23.35,FogMist,Minnow,3,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,0,Smoke
3,September,9/18/18 11:00,9/19/18 9:15,22.25,Clear,Fukui,1,N,N,HENU,3,3,0,31,21,27,,,,,,,,,,,,,,,,,,0,0,
3,September,9/18/18 11:00,9/19/18 9:15,22.25,Clear,Fukui,1,N,N,HEOR,5,4,1,18,22,26,22,,,,,,,20,,,,,,,,,,0,0,
3,September,9/18/18 11:00,9/19/18 9:15,22.25,Clear,Fukui,1,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,September,9/18/18 11:00,9/19/18 9:15,22.25,Clear,Minnow,1,N,N,HENU,2,2,0,24,21,,,,,,,,,,,,,,,,,,,0,0,
3,September,9/18/18 11:00,9/19/18 9:15,22.25,Clear,Minnow,1,N,N,HEOR,18,13,5,16,22,22,22,22,16,21,18,18,17,17,16,20,15,16,,,,,,0,0,
3,September,9/18/18 11:00,9/19/18 9:15,22.25,Clear,Fukui,2,N,N,HENU,1,1,0,23,,,,,,,,,,,,,,,,,,,,0,0,
3,September,9/18/18 11:00,9/19/18 9:15,22.25,Clear,Fukui,2,N,N,HEOR,1,0,1,,,,,,,,,,,21,,,,,,,,,,0,0,
3,September,9/18/18 11:00,9/19/18 9:15,22.25,Clear,Minnow,2,N,N,HENU,1,1,0,25,,,,,,,,,,,,,,,,,,,,0,0,
3,September,9/18/18 11:00,9/19/18 9:15,22.25,Clear,Minnow,2,N,N,HEOR,12,10,2,19,20,21,22,16,18,22,17,14,15,14,16,,,,,,,,,0,0,
3,September,9/18/18 11:00,9/19/18 9:15,22.25,Clear,Fukui,3,N,N,HEOR,10,9,1,23,22,20,23,22,21,21,19,21,,21,,,,,,,,,,0,0,
3,September,9/18/18 11:00,9/19/18 9:15,22.25,Clear,Fukui,3,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,September,9/18/18 11:00,9/19/18 9:15,22.25,Clear,Minnow,3,N,N,HEOR,31,23,8,18,26,16,20,18,17,21,23,20,19,20,17,15,11,13,18,15,11,,,0,0,
3,April,4/17/19 9:52,4/18/19 9:03,23.18333333,Clouds,Fukui,1,N,N,HEOR,2,0,2,,,,,,,,,,,24,22,,,,,,,,,0,0,
3,April,4/17/19 9:52,4/18/19 9:03,23.18333333,Clouds,Minnow,1,N,N,BROK,5,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,April,4/17/19 9:52,4/18/19 9:03,23.18333333,Clouds,Minnow,1,N,N,GAAC,1,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,April,4/17/19 9:52,4/18/19 9:03,23.18333333,Clouds,Minnow,1,N,N,HECR,1,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,April,4/17/19 9:52,4/18/19 9:03,23.18333333,Clouds,Minnow,1,N,N,HEOR,3,2,1,20,24,,,,,,,,,16,,,,,,,,,,0,0,
3,April,4/17/19 9:52,4/18/19 9:03,23.18333333,Clouds,Minnow,1,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,April,4/17/19 9:52,4/18/19 9:03,23.18333333,Clouds,Fukui,2,Y,N,EMPTY,0,,,,,,,,,,,,,,,,,,,,,,,,,
3,April,4/17/19 9:52,4/18/19 9:03,23.18333333,Clouds,Minnow,2,N,N,BROK,1,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,April,4/17/19 9:52,4/18/19 9:03,23.18333333,Clouds,Minnow,2,N,N,HEOR,6,6,0,21,23,16,12,14,14,,,,,,,,,,,,,,,0,0,
3,April,4/17/19 9:52,4/18/19 9:03,23.18333333,Clouds,Fukui,3,N,N,PAHI,1,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,April,4/17/19 9:52,4/18/19 9:03,23.18333333,Clouds,Minnow,3,N,N,HECR,1,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,April,4/17/19 9:52,4/18/19 9:03,23.18333333,Clouds,Minnow,3,N,N,HEOR,6,6,0,19,20,17,21,20,18,,,,,,,,,,,,,,,0,0,
3,May,5/21/19 11:21,5/22/19 11:00,23.65,Clouds,Fukui,1,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,May,5/21/19 11:21,5/22/19 11:00,23.65,Clouds,Minnow,1,N,N,HEOR,98,91,7,21,16,18,18,21,20,15,16,15,18,19,14,10,19,16,19,14,,,,0,0,
3,May,5/21/19 11:21,5/22/19 11:00,23.65,Clouds,Minnow,1,N,N,LEAR,4,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,May,5/21/19 11:21,5/22/19 11:00,23.65,Clouds,Fukui,2,N,N,HEOR,1,1,0,24,,,,,,,,,,,,,,,,,,,,0,0,
3,May,5/21/19 11:21,5/22/19 11:00,23.65,Clouds,Minnow,2,N,N,HEOR,83,79,4,21,25,20,17,22,19,18,22,18,24,20,17,18,17,,,,,,,0,0,
3,May,5/21/19 11:21,5/22/19 11:00,23.65,Clouds,Fukui,3,N,N,HEOR,3,1,2,17,,,,,,,,,,17,18,,,,,,,,,0,0,
3,May,5/21/19 11:21,5/22/19 11:00,23.65,Clouds,Minnow,3,N,N,GAAC,3,,,,,,,,,,,,,,,,,,,,,,,0,1,
3,May,5/21/19 11:21,5/22/19 11:00,23.65,Clouds,Minnow,3,N,N,HEOR,46,44,2,17,16,20,20,20,14,20,16,20,22,22,18,,,,,,,,,0,0,
3,May,5/21/19 11:21,5/22/19 11:00,23.65,Clouds,Minnow,3,N,N,LEAR,11,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,June,6/12/19 10:30,6/13/19 9:20,22.83333333,Clear,Fukui,1,N,N,HEOR,1,0,1,,,,,,,,,,,21,,,,,,,,,,0,0,
3,June,6/12/19 10:30,6/13/19 9:20,22.83333333,Clear,Minnow,1,N,N,GAAC,11,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,June,6/12/19 10:30,6/13/19 9:20,22.83333333,Clear,Minnow,1,N,N,HENU,4,4,0,22,24,24,17,,,,,,,,,,,,,,,,,0,0,
3,June,6/12/19 10:30,6/13/19 9:20,22.83333333,Clear,Minnow,1,N,N,HEOR,42,36,6,17,20,25,16,21,19,18,16,16,20,18,20,17,18,14,17,,,,,0,0,
3,June,6/12/19 10:30,6/13/19 9:20,22.83333333,Clear,Minnow,1,N,N,LEAR,10,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,June,6/12/19 10:30,6/13/19 9:20,22.83333333,Clear,Fukui,2,N,N,HEOR,6,3,3,19,18,17,,,,,,,,14,17,17,,,,,,,,0,0,"17mm female missing from measurements on data sheet, eg measured from image"
3,June,6/12/19 10:30,6/13/19 9:20,22.83333333,Clear,Fukui,2,N,N,LEAR,1,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,June,6/12/19 10:30,6/13/19 9:20,22.83333333,Clear,Minnow,2,N,N,GAAC,49,,,,,,,,,,,,,,,,,,,,,,,0,0,
3,June,6/12/19 10:30,6/13/19 9:20,22.83333333,Clear,Minnow,2,N,N,HENU,5,4,1,25,23,20,19,,,,,,,24,,,,,,,,,,0,0,
3,June,6/12/19 10:30,6/13/19 9:20,22.83333333,Clear,Minnow,2,N,N,HEOR,33,26,7,21,20,18,17,16,14,14,23,16,14,21,16,15,13,14,16,14,,,,0,0,
